,aband,answered,servers,service,wait
0,0.06277530063504931,37005,480,1809.372694274748,96.02018204822546
1,0.07204831351037738,37919,480,1824.8637478088178,99.54291626752985
2,0.06600980058174576,38161,480,1827.8207027396943,93.3275226924129
3,0.06648489932885907,38144,480,1822.4659793836286,94.47625635934713
4,0.07372226180110293,37899,480,1838.1658931308195,100.09924073619796
5,0.06994309092339566,38131,480,1816.7197255684098,100.2427574619138
6,0.0633894594171923,38366,480,1820.7570854167404,93.08647701116445
7,0.06843001178473222,38185,480,1816.874106509303,98.66034648742972
8,0.07027991290432593,38119,480,1834.3472924909265,103.37383783867004
9,0.06986419656173953,38217,480,1817.5826512205635,95.37587942886199
